Table S14. Metadata of lichen-associated genomes used to find signatures of Starship horizontal transfer amongst lichen symbionts.								
Genome ID	Accession ID	Species	Genus	Class	Lifestyle	Host	Assembly Release Date	WGS project accession
wetmoreana.sp..1	GCA_052059095.1	Wetmoreana_sp.	Wetmoreana	Lecanoromycetes	Lichen-forming	N/A	8/15/25	JAVEAP01
xanthocarpia.feracissima.1	GCA_964255735.1	Xanthocarpia_feracissima	Xanthocarpia	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUYH01
xanthocarpia.lactea.1	GCA_051941915.1	Xanthocarpia_lactea	Xanthocarpia	Lecanoromycetes	Lichen-forming	N/A	8/12/25	JAVEBR01
xanthocarpia.ochracea.1	GCA_051941935.1	Xanthocarpia_ochracea	Xanthocarpia	Lecanoromycetes	Lichen-forming	N/A	8/12/25	JAVEBQ01
xanthomendoza.sp..1	GCA_051941585.1	Xanthomendoza_sp.	Xanthomendoza	Lecanoromycetes	Lichen-forming	N/A	8/12/25	JAVEAM01
xanthomendoza.sp..2	GCA_051941345.1	Xanthomendoza_sp.	Xanthomendoza	Lecanoromycetes	Lichen-forming	N/A	8/12/25	JAVEBC01
xanthoparmelia.plittii.1	GCA_964256595.1	Xanthoparmelia_plittii	Xanthoparmelia	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVBC01
xanthoparmelia.taractica.1	GCA_033085395.1	Xanthoparmelia_taractica	Xanthoparmelia	Lecanoromycetes	Lichen-forming	N/A	10/16/23	JANQBS01
xanthoparmelia.tasmanica.1	GCA_964256055.1	Xanthoparmelia_tasmanica	Xanthoparmelia	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVCK01
xanthoparmelia.verrucella.1	GCA_964256005.1	Xanthoparmelia_verrucella	Xanthoparmelia	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUZO01
xanthoria.aureola.1	GCA_023646375.1	Xanthoria_aureola	Xanthoria	Lecanoromycetes	Lichen-forming	N/A	6/2/22	JALAII01
xanthoria.calcicola.1	GCA_976602755.1	Xanthoria_calcicola	Xanthoria	Lecanoromycetes	Lichen-forming	N/A	11/28/25	CDPLEE01
xanthoria.mediterranea.1	GCA_023645845.1	Xanthoria_mediterranea	Xanthoria	Lecanoromycetes	Lichen-forming	N/A	6/2/22	JALAIA01
xanthoria.parietina.1	GCA_964263705.1	Xanthoria_parietina	Xanthoria	Lecanoromycetes	Lichen-forming	N/A	9/15/24	CAXVWH01
xanthoria.parietina.2	GCA_964656405.1	Xanthoria_parietina	Xanthoria	Lecanoromycetes	Lichen-forming	N/A	1/2/25	CAZZRQ01
xanthoria.sp..1	GCA_023647215.1	Xanthoria_sp.	Xanthoria	Lecanoromycetes	Lichen-forming	N/A	6/3/22	JALAIR01
xanthoria.sp..2	GCA_023646395.1	Xanthoria_sp.	Xanthoria	Lecanoromycetes	Lichen-forming	N/A	6/2/22	JALAIM01
xanthoria.steineri.1	GCA_023646075.1	Xanthoria_steineri	Xanthoria	Lecanoromycetes	Lichen-forming	N/A	6/2/22	JALAIK01
xylographa.bjoerkii.1	GCA_022813905.1	Xylographa_bjoerkii	Xylographa	Lecanoromycetes	Lichen-forming	N/A	4/4/22	JALDZV01
xylographa.carneopallida.1	GCA_022813885.1	Xylographa_carneopallida	Xylographa	Lecanoromycetes	Lichen-forming	N/A	4/4/22	JALDZW01
xylographa.carneopallida.2	GCA_964255915.1	Xylographa_carneopallida	Xylographa	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUYT01
xylographa.opegraphella.1	GCA_022813865.1	Xylographa_opegraphella	Xylographa	Lecanoromycetes	Lichen-forming	N/A	4/4/22	JALDZX01
xylographa.pallens.1	GCA_022813845.1	Xylographa_pallens	Xylographa	Lecanoromycetes	Lichen-forming	N/A	4/4/22	JALDZY01
xylographa.parallela.1	GCA_022813825.1	Xylographa_parallela	Xylographa	Lecanoromycetes	Lichen-forming	N/A	4/4/22	JALDZZ01
xylographa.soralifera.1	GCA_022813805.1	Xylographa_soralifera	Xylographa	Lecanoromycetes	Lichen-forming	N/A	4/4/22	JALEAA01
xylographa.trunciseda.1	GCA_022813785.1	Xylographa_trunciseda	Xylographa	Lecanoromycetes	Lichen-forming	N/A	4/4/22	JALEAB01
xylographa.trunciseda.2	GCA_964255115.1	Xylographa_trunciseda	Xylographa	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUVE01
xylographa.vitiligo.1	GCA_022813765.1	Xylographa_vitiligo	Xylographa	Lecanoromycetes	Lichen-forming	N/A	4/4/22	JALEAC01
xylographa.vitiligo.2	GCA_964256195.1	Xylographa_vitiligo	Xylographa	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUZQ01
xylographa.vitiligo.3	GCA_964256275.1	Xylographa_vitiligo	Xylographa	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVBN01
