Orthogroup	Xanthoria_calcicola_GTX0491	Xanthoria_parietina_SAMEA111342678
OG0000172	XANCAGTX0491_009987-T1, XANCAGTX0491_007319-T1	XANPAOZ2100_002068-T1
OG0000174	XANCAGTX0491_003419-T1	XANPAOZ2100_002728-T1
OG0000175	XANCAGTX0491_003560-T2, XANCAGTX0491_003560-T1	XANPAOZ2100_002606-T1
OG0000176	XANCAGTX0491_003623-T3, XANCAGTX0491_003623-T2, XANCAGTX0491_003623-T1, XANCAGTX0491_003623-T4	XANPAOZ2100_002550-T1
OG0000177	XANCAGTX0491_003823-T4, XANCAGTX0491_003823-T3, XANCAGTX0491_003823-T2, XANCAGTX0491_003823-T1	XANPAOZ2100_002370-T1
OG0000178	XANCAGTX0491_003856-T1	XANPAOZ2100_002342-T1
OG0000179	XANCAGTX0491_004055-T1, XANCAGTX0491_004923-T1, XANCAGTX0491_004055-T2	XANPAOZ2100_002152-T1
OG0000180	XANCAGTX0491_004088-T1	XANPAOZ2100_002113-T1
OG0000181	XANCAGTX0491_004966-T1, XANCAGTX0491_004198-T1	XANPAOZ2100_003941-T1
OG0000182	XANCAGTX0491_006066-T1	XANPAOZ2100_004664-T1
OG0000182	XANCAGTX0491_004362-T1	XANPAOZ2100_003793-T1
OG0000183	XANCAGTX0491_004496-T1	XANPAOZ2100_003669-T1
OG0000183	XANCAGTX0491_004497-T1	XANPAOZ2100_003668-T1
OG0000184	XANCAGTX0491_004775-T1	XANPAOZ2100_003419-T1
OG0000185	XANCAGTX0491_006591-T1	XANPAOZ2100_002922-T1
OG0000186	XANCAGTX0491_008880-T1, XANCAGTX0491_004883-T1, XANCAGTX0491_008376-T1, XANCAGTX0491_004824-T1	XANPAOZ2100_004850-T1
OG0000187	XANCAGTX0491_008800-T1	XANPAOZ2100_005591-T1
OG0000188	XANCAGTX0491_004907-T1	XANPAOZ2100_005735-T1, XANPAOZ2100_004849-T1
OG0000189	XANCAGTX0491_005273-T1, XANCAGTX0491_005273-T2, XANCAGTX0491_005273-T3	XANPAOZ2100_006046-T1
OG0000190	XANCAGTX0491_005292-T3, XANCAGTX0491_005292-T1, XANCAGTX0491_005292-T2	XANPAOZ2100_006063-T1
OG0000191	XANCAGTX0491_005331-T2	XANPAOZ2100_006102-T1
OG0000192	XANCAGTX0491_007755-T1	XANPAOZ2100_006777-T1
OG0000192	XANCAGTX0491_005511-T1	XANPAOZ2100_005177-T1
OG0000193	XANCAGTX0491_005598-T1	XANPAOZ2100_005107-T1, XANPAOZ2100_005108-T1
OG0000194	XANCAGTX0491_005867-T3, XANCAGTX0491_005867-T2, XANCAGTX0491_005867-T1	XANPAOZ2100_004857-T1
OG0000195	XANCAGTX0491_006014-T1	XANPAOZ2100_006626-T1, XANPAOZ2100_004713-T1
OG0000197	XANCAGTX0491_009952-T1	XANPAOZ2100_008676-T1
OG0000198	XANCAGTX0491_006698-T1	XANPAOZ2100_002835-T1, XANPAOZ2100_005628-T1
OG0000199	XANCAGTX0491_007036-T1, XANCAGTX0491_007037-T1	XANPAOZ2100_006479-T1
OG0000200	XANCAGTX0491_007330-T1	XANPAOZ2100_006223-T1
OG0000201	XANCAGTX0491_007472-T1	XANPAOZ2100_002401-T1, XANPAOZ2100_007042-T1
OG0000202	XANCAGTX0491_007540-T2, XANCAGTX0491_007540-T1	XANPAOZ2100_006979-T1
OG0000203	XANCAGTX0491_007555-T1	XANPAOZ2100_005139-T1, XANPAOZ2100_006965-T1
OG0000204	XANCAGTX0491_009632-T1	XANPAOZ2100_009032-T1
OG0000204	XANCAGTX0491_007557-T1	XANPAOZ2100_006963-T1
OG0000205	XANCAGTX0491_007842-T1	XANPAOZ2100_006694-T1
OG0000205	XANCAGTX0491_008473-T1	XANPAOZ2100_005299-T1
OG0000206	XANCAGTX0491_008307-T1	XANPAOZ2100_007239-T1, XANPAOZ2100_004792-T1
OG0000207	XANCAGTX0491_008374-T1	XANPAOZ2100_007170-T1
OG0000207	XANCAGTX0491_009203-T1	XANPAOZ2100_007718-T1
OG0000208	XANCAGTX0491_008785-T1, XANCAGTX0491_009866-T1	XANPAOZ2100_003971-T1
OG0000209	XANCAGTX0491_008795-T1, XANCAGTX0491_008794-T1, XANCAGTX0491_008794-T2	XANPAOZ2100_005586-T1
OG0000210	XANCAGTX0491_008846-T1	XANPAOZ2100_008048-T1
OG0000210	XANCAGTX0491_009658-T1	XANPAOZ2100_008419-T1
OG0000211	XANCAGTX0491_009060-T2, XANCAGTX0491_009060-T1	XANPAOZ2100_007846-T1, XANPAOZ2100_007845-T1
OG0000212	XANCAGTX0491_009070-T2	XANPAOZ2100_007836-T1
OG0000213	XANCAGTX0491_009136-T2, XANCAGTX0491_009136-T3, XANCAGTX0491_009136-T1	XANPAOZ2100_007783-T1
OG0000214	XANCAGTX0491_009543-T1	XANPAOZ2100_008949-T1
OG0000216	XANCAGTX0491_000030-T1	XANPAOZ2100_001215-T1
OG0000217	XANCAGTX0491_000042-T2, XANCAGTX0491_000042-T1	XANPAOZ2100_001208-T1
OG0000218	XANCAGTX0491_000051-T1, XANCAGTX0491_000052-T1, XANCAGTX0491_004790-T1	XANPAOZ2100_001200-T1
OG0000219	XANCAGTX0491_004931-T1, XANCAGTX0491_000077-T1	XANPAOZ2100_001178-T1
OG0000220	XANCAGTX0491_001167-T1, XANCAGTX0491_000246-T1, XANCAGTX0491_000246-T2	XANPAOZ2100_001028-T1
OG0000221	XANCAGTX0491_000282-T2, XANCAGTX0491_000282-T1	XANPAOZ2100_000998-T1
OG0000222	XANCAGTX0491_000283-T2, XANCAGTX0491_000283-T1	XANPAOZ2100_000997-T1
OG0000223	XANCAGTX0491_000393-T2, XANCAGTX0491_000393-T1, XANCAGTX0491_000393-T3	XANPAOZ2100_000896-T1
OG0000224	XANCAGTX0491_000418-T1	XANPAOZ2100_000873-T1
OG0000225	XANCAGTX0491_000420-T2, XANCAGTX0491_000420-T1	XANPAOZ2100_000872-T1
OG0000226	XANCAGTX0491_004381-T1, XANCAGTX0491_006653-T1, XANCAGTX0491_000465-T1	XANPAOZ2100_003776-T1
OG0000227	XANCAGTX0491_000635-T1	XANPAOZ2100_000679-T1
OG0000228	XANCAGTX0491_005546-T1, XANCAGTX0491_000642-T1, XANCAGTX0491_000641-T1	XANPAOZ2100_000674-T1
OG0000229	XANCAGTX0491_000663-T1	XANPAOZ2100_000653-T1
OG0000230	XANCAGTX0491_000684-T1, XANCAGTX0491_000684-T2	XANPAOZ2100_000635-T1
OG0000231	XANCAGTX0491_000740-T1	XANPAOZ2100_000582-T1, XANPAOZ2100_003385-T1
OG0000232	XANCAGTX0491_000858-T1, XANCAGTX0491_000857-T1	XANPAOZ2100_000479-T1
OG0000233	XANCAGTX0491_000931-T1, XANCAGTX0491_000932-T1	XANPAOZ2100_000412-T1, XANPAOZ2100_000411-T1
OG0000234	XANCAGTX0491_000939-T1, XANCAGTX0491_000939-T2	XANPAOZ2100_000404-T1
OG0000235	XANCAGTX0491_000956-T1	XANPAOZ2100_000389-T1
OG0000236	XANCAGTX0491_000966-T3, XANCAGTX0491_000966-T1, XANCAGTX0491_000966-T2	XANPAOZ2100_000379-T1
OG0000237	XANCAGTX0491_001152-T1, XANCAGTX0491_001152-T2	XANPAOZ2100_000210-T1
OG0000238	XANCAGTX0491_001201-T2, XANCAGTX0491_001201-T1	XANPAOZ2100_000168-T1
OG0000239	XANCAGTX0491_001228-T1	XANPAOZ2100_000142-T1
OG0000240	XANCAGTX0491_008390-T1, XANCAGTX0491_001256-T1	XANPAOZ2100_005246-T1
OG0000241	XANCAGTX0491_001258-T1, XANCAGTX0491_001257-T1	XANPAOZ2100_000115-T1
OG0000242	XANCAGTX0491_006377-T1, XANCAGTX0491_001708-T1, XANCAGTX0491_001281-T1	XANPAOZ2100_003116-T1
OG0000243	XANCAGTX0491_001307-T1	XANPAOZ2100_000078-T1
OG0000243	XANCAGTX0491_006840-T1	XANPAOZ2100_006659-T1
OG0000244	XANCAGTX0491_006303-T1	XANPAOZ2100_003182-T1
OG0000244	XANCAGTX0491_001338-T1	XANPAOZ2100_000047-T1
OG0000245	XANCAGTX0491_001345-T1, XANCAGTX0491_002426-T1	XANPAOZ2100_008106-T1
OG0000246	XANCAGTX0491_001390-T1	XANPAOZ2100_004644-T1
OG0000247	XANCAGTX0491_001392-T1	XANPAOZ2100_004636-T1
OG0000248	XANCAGTX0491_001394-T1, XANCAGTX0491_002478-T1	XANPAOZ2100_004633-T1
OG0000249	XANCAGTX0491_001401-T1	XANPAOZ2100_004616-T1
OG0000250	XANCAGTX0491_001402-T1	XANPAOZ2100_004617-T1
OG0000251	XANCAGTX0491_001439-T1, XANCAGTX0491_001440-T1	XANPAOZ2100_004592-T1
OG0000252	XANCAGTX0491_001467-T2, XANCAGTX0491_001467-T1	XANPAOZ2100_004575-T1
OG0000253	XANCAGTX0491_001479-T1, XANCAGTX0491_001479-T2	XANPAOZ2100_004564-T1
OG0000254	XANCAGTX0491_001504-T1	XANPAOZ2100_004539-T1
OG0000255	XANCAGTX0491_001539-T2, XANCAGTX0491_001539-T1	XANPAOZ2100_004509-T1
OG0000256	XANCAGTX0491_001574-T2, XANCAGTX0491_001574-T1	XANPAOZ2100_004478-T1
OG0000257	XANCAGTX0491_001632-T2, XANCAGTX0491_001632-T1	XANPAOZ2100_004427-T1
OG0000258	XANCAGTX0491_001703-T1	XANPAOZ2100_004352-T1
OG0000259	XANCAGTX0491_001713-T1, XANCAGTX0491_001713-T2, XANCAGTX0491_001713-T3	XANPAOZ2100_004349-T1
OG0000260	XANCAGTX0491_001767-T1, XANCAGTX0491_001767-T2	XANPAOZ2100_004299-T1
OG0000261	XANCAGTX0491_001776-T1	XANPAOZ2100_004289-T1, XANPAOZ2100_003387-T1
OG0000262	XANCAGTX0491_001796-T1	XANPAOZ2100_004275-T1
OG0000263	XANCAGTX0491_001827-T1, XANCAGTX0491_001827-T2	XANPAOZ2100_004244-T1
OG0000264	XANCAGTX0491_009705-T1, XANCAGTX0491_001828-T1, XANCAGTX0491_001829-T1	XANPAOZ2100_008460-T1
OG0000265	XANCAGTX0491_001837-T1	XANPAOZ2100_004236-T1
OG0000266	XANCAGTX0491_001876-T1, XANCAGTX0491_001876-T2	XANPAOZ2100_004197-T1
OG0000267	XANCAGTX0491_005670-T1, XANCAGTX0491_002068-T1	XANPAOZ2100_005038-T1
OG0000268	XANCAGTX0491_002077-T1	XANPAOZ2100_008416-T1
OG0000269	XANCAGTX0491_002274-T2, XANCAGTX0491_002274-T1	XANPAOZ2100_008235-T1
OG0000270	XANCAGTX0491_002428-T1	XANPAOZ2100_008104-T1
OG0000271	XANCAGTX0491_002480-T1	XANPAOZ2100_001239-T1, XANPAOZ2100_002078-T1
OG0000272	XANCAGTX0491_002595-T2	XANPAOZ2100_001342-T1
OG0000273	XANCAGTX0491_002696-T1	XANPAOZ2100_001437-T1, XANPAOZ2100_001436-T1
OG0000274	XANCAGTX0491_002733-T1, XANCAGTX0491_002733-T2	XANPAOZ2100_001475-T1
OG0000275	XANCAGTX0491_002753-T1, XANCAGTX0491_006005-T1, XANCAGTX0491_010035-T1	XANPAOZ2100_001497-T1
OG0000276	XANCAGTX0491_002759-T1, XANCAGTX0491_002757-T1	XANPAOZ2100_001501-T1
OG0000277	XANCAGTX0491_002824-T1	XANPAOZ2100_001557-T1
OG0000278	XANCAGTX0491_002903-T1	XANPAOZ2100_001635-T1
OG0000279	XANCAGTX0491_002948-T2, XANCAGTX0491_002948-T1	XANPAOZ2100_001671-T1
OG0000280	XANCAGTX0491_002950-T1, XANCAGTX0491_002950-T2	XANPAOZ2100_001673-T1
OG0000281	XANCAGTX0491_002962-T1, XANCAGTX0491_002963-T1	XANPAOZ2100_001684-T1
OG0000283	XANCAGTX0491_003029-T1, XANCAGTX0491_003029-T2	XANPAOZ2100_001739-T1
OG0000284	XANCAGTX0491_003039-T1	XANPAOZ2100_001747-T1
OG0000285	XANCAGTX0491_003049-T1, XANCAGTX0491_003050-T1, XANCAGTX0491_003056-T1	XANPAOZ2100_001759-T1
OG0000286	XANCAGTX0491_003083-T2, XANCAGTX0491_003083-T1	XANPAOZ2100_001785-T1
OG0000287	XANCAGTX0491_003136-T1, XANCAGTX0491_003136-T2	XANPAOZ2100_001836-T1
OG0000288	XANCAGTX0491_003239-T2, XANCAGTX0491_003239-T1	XANPAOZ2100_001932-T1
OG0000289	XANCAGTX0491_003323-T1	XANPAOZ2100_002018-T1
OG0000290	XANCAGTX0491_005930-T1, XANCAGTX0491_005930-T2, XANCAGTX0491_003334-T1	XANPAOZ2100_004795-T1
OG0000291	XANCAGTX0491_003339-T1	XANPAOZ2100_002029-T1
OG0000292	XANCAGTX0491_003342-T1	XANPAOZ2100_002033-T1
OG0000293	XANCAGTX0491_003343-T1	XANPAOZ2100_002034-T1
OG0000294	XANCAGTX0491_003344-T1	XANPAOZ2100_002035-T1
OG0000295	XANCAGTX0491_003359-T1	XANPAOZ2100_002046-T1
OG0000296	XANCAGTX0491_003361-T1	XANPAOZ2100_007650-T1
OG0000297	XANCAGTX0491_008033-T1, XANCAGTX0491_003367-T1	XANPAOZ2100_002052-T1, XANPAOZ2100_002053-T1
OG0000298	XANCAGTX0491_003406-T1	XANPAOZ2100_003401-T1, XANPAOZ2100_002741-T1
OG0000299	XANCAGTX0491_003414-T1	XANPAOZ2100_002732-T1
OG0000300	XANCAGTX0491_003924-T1, XANCAGTX0491_003483-T1	XANPAOZ2100_002278-T1
OG0000301	XANCAGTX0491_003511-T2, XANCAGTX0491_003511-T1	XANPAOZ2100_002652-T1
OG0000302	XANCAGTX0491_003526-T1	XANPAOZ2100_002638-T1, XANPAOZ2100_008727-T1
OG0000303	XANCAGTX0491_003545-T1	XANPAOZ2100_002622-T1
OG0000304	XANCAGTX0491_003588-T2, XANCAGTX0491_003588-T1	XANPAOZ2100_002581-T1, XANPAOZ2100_002580-T1
OG0000305	XANCAGTX0491_003604-T1, XANCAGTX0491_003604-T2	XANPAOZ2100_002568-T1
OG0000306	XANCAGTX0491_003628-T1	XANPAOZ2100_002544-T1
OG0000306	XANCAGTX0491_003627-T1	XANPAOZ2100_002545-T1
OG0000307	XANCAGTX0491_009964-T1, XANCAGTX0491_003633-T1	XANPAOZ2100_002540-T1
OG0000308	XANCAGTX0491_003672-T1, XANCAGTX0491_003671-T1	XANPAOZ2100_002507-T1
OG0000309	XANCAGTX0491_003871-T1	XANPAOZ2100_002330-T1
OG0000310	XANCAGTX0491_003885-T1, XANCAGTX0491_003886-T1	XANPAOZ2100_002317-T1
OG0000311	XANCAGTX0491_003895-T1	XANPAOZ2100_002304-T1
OG0000312	XANCAGTX0491_003960-T2, XANCAGTX0491_003960-T1	XANPAOZ2100_002245-T1
OG0000313	XANCAGTX0491_003972-T2, XANCAGTX0491_003972-T1	XANPAOZ2100_002234-T1
OG0000314	XANCAGTX0491_003979-T2, XANCAGTX0491_003979-T1	XANPAOZ2100_002229-T1
OG0000315	XANCAGTX0491_003987-T1, XANCAGTX0491_003987-T2	XANPAOZ2100_002218-T1
OG0000316	XANCAGTX0491_004070-T1	XANPAOZ2100_002127-T1
OG0000317	XANCAGTX0491_008355-T1, XANCAGTX0491_008373-T1, XANCAGTX0491_004104-T1	XANPAOZ2100_007194-T1
OG0000318	XANCAGTX0491_004119-T1, XANCAGTX0491_004120-T1	XANPAOZ2100_002093-T1
OG0000319	XANCAGTX0491_004195-T2, XANCAGTX0491_004195-T1	XANPAOZ2100_003944-T1
OG0000320	XANCAGTX0491_010041-T1, XANCAGTX0491_004252-T1	XANPAOZ2100_003886-T1
OG0000321	XANCAGTX0491_004332-T2, XANCAGTX0491_004332-T1	XANPAOZ2100_003817-T1
OG0000322	XANCAGTX0491_004478-T1	XANPAOZ2100_003685-T1
OG0000322	XANCAGTX0491_004477-T1	XANPAOZ2100_003686-T1
OG0000323	XANCAGTX0491_004484-T1	XANPAOZ2100_003681-T1
OG0000324	XANCAGTX0491_004494-T2, XANCAGTX0491_004494-T1	XANPAOZ2100_003671-T1
OG0000325	XANCAGTX0491_004552-T1	XANPAOZ2100_003616-T1
OG0000326	XANCAGTX0491_004553-T3, XANCAGTX0491_004553-T1, XANCAGTX0491_004553-T2	XANPAOZ2100_003615-T1
OG0000327	XANCAGTX0491_004581-T1	XANPAOZ2100_003588-T1, XANPAOZ2100_003587-T1
OG0000328	XANCAGTX0491_004616-T2, XANCAGTX0491_004616-T1	XANPAOZ2100_003554-T1
OG0000329	XANCAGTX0491_004633-T2, XANCAGTX0491_004633-T1	XANPAOZ2100_003539-T1
OG0000330	XANCAGTX0491_004811-T1, XANCAGTX0491_006215-T1, XANCAGTX0491_004661-T1	XANPAOZ2100_003515-T1
OG0000331	XANCAGTX0491_004689-T1	XANPAOZ2100_003491-T1
OG0000332	XANCAGTX0491_004709-T2, XANCAGTX0491_004709-T1	XANPAOZ2100_003475-T1
OG0000333	XANCAGTX0491_004798-T1	XANPAOZ2100_005636-T1
OG0000333	XANCAGTX0491_005459-T1	XANPAOZ2100_005216-T1
OG0000334	XANCAGTX0491_004988-T1	XANPAOZ2100_005789-T1
OG0000335	XANCAGTX0491_004999-T1, XANCAGTX0491_005470-T1, XANCAGTX0491_004999-T2	XANPAOZ2100_005799-T1
OG0000336	XANCAGTX0491_005003-T1	XANPAOZ2100_005805-T1
OG0000337	XANCAGTX0491_005007-T2	XANPAOZ2100_005809-T1
OG0000338	XANCAGTX0491_005069-T1	XANPAOZ2100_005863-T1
OG0000339	XANCAGTX0491_005094-T2, XANCAGTX0491_005094-T1	XANPAOZ2100_005886-T1
OG0000340	XANCAGTX0491_005116-T3, XANCAGTX0491_005116-T2, XANCAGTX0491_005116-T1	XANPAOZ2100_005905-T1
OG0000341	XANCAGTX0491_005137-T3, XANCAGTX0491_005137-T1, XANCAGTX0491_005137-T2	XANPAOZ2100_005923-T1
OG0000342	XANCAGTX0491_005232-T1, XANCAGTX0491_005232-T2	XANPAOZ2100_006009-T1
OG0000343	XANCAGTX0491_005295-T1	XANPAOZ2100_006066-T1
OG0000344	XANCAGTX0491_005445-T1	XANPAOZ2100_006193-T1, XANPAOZ2100_006286-T1, XANPAOZ2100_006194-T1
OG0000345	XANCAGTX0491_008122-T1	XANPAOZ2100_007406-T1
OG0000345	XANCAGTX0491_005460-T1	XANPAOZ2100_005215-T1
OG0000346	XANCAGTX0491_005480-T1	XANPAOZ2100_005205-T1
OG0000347	XANCAGTX0491_005488-T1	XANPAOZ2100_008257-T1
OG0000348	XANCAGTX0491_005585-T1	XANPAOZ2100_005120-T1
OG0000349	XANCAGTX0491_005631-T1	XANPAOZ2100_005077-T1
OG0000350	XANCAGTX0491_005674-T2, XANCAGTX0491_005674-T1	XANPAOZ2100_005035-T1
OG0000351	XANCAGTX0491_005759-T1	XANPAOZ2100_004958-T1, XANPAOZ2100_002751-T1
OG0000352	XANCAGTX0491_005784-T1	XANPAOZ2100_004932-T1
OG0000353	XANCAGTX0491_005837-T2, XANCAGTX0491_005837-T1	XANPAOZ2100_004888-T1
OG0000354	XANCAGTX0491_005847-T1, XANCAGTX0491_005847-T2	XANPAOZ2100_004877-T1
OG0000355	XANCAGTX0491_005904-T3, XANCAGTX0491_005904-T2, XANCAGTX0491_005904-T1	XANPAOZ2100_004817-T1
OG0000356	XANCAGTX0491_005906-T1, XANCAGTX0491_005905-T1	XANPAOZ2100_004816-T1
OG0000357	XANCAGTX0491_005964-T1, XANCAGTX0491_005964-T2, XANCAGTX0491_005964-T3	XANPAOZ2100_004765-T1
OG0000358	XANCAGTX0491_005977-T1	XANPAOZ2100_004749-T1
OG0000359	XANCAGTX0491_006013-T1	XANPAOZ2100_004715-T1
OG0000360	XANCAGTX0491_006030-T2, XANCAGTX0491_006030-T1	XANPAOZ2100_004698-T1
OG0000361	XANCAGTX0491_006050-T1, XANCAGTX0491_006050-T2	XANPAOZ2100_004676-T1
OG0000362	XANCAGTX0491_006065-T1, XANCAGTX0491_006064-T1	XANPAOZ2100_004665-T1
OG0000363	XANCAGTX0491_006097-T1, XANCAGTX0491_008358-T1, XANCAGTX0491_008358-T2	XANPAOZ2100_007191-T1
OG0000364	XANCAGTX0491_006110-T1, XANCAGTX0491_006111-T1	XANPAOZ2100_003353-T1
OG0000366	XANCAGTX0491_006152-T1	XANPAOZ2100_003321-T1
OG0000367	XANCAGTX0491_006160-T2, XANCAGTX0491_006160-T3, XANCAGTX0491_006160-T1	XANPAOZ2100_003314-T1
OG0000368	XANCAGTX0491_006200-T2, XANCAGTX0491_006200-T1	XANPAOZ2100_003274-T1
OG0000369	XANCAGTX0491_006203-T1, XANCAGTX0491_006203-T2	XANPAOZ2100_003271-T1
OG0000370	XANCAGTX0491_006204-T1, XANCAGTX0491_006204-T2	XANPAOZ2100_003270-T1
OG0000371	XANCAGTX0491_006208-T2, XANCAGTX0491_006208-T1	XANPAOZ2100_003268-T1
OG0000372	XANCAGTX0491_006268-T2, XANCAGTX0491_006268-T1	XANPAOZ2100_003213-T1
OG0000373	XANCAGTX0491_006270-T1	XANPAOZ2100_003211-T1
OG0000374	XANCAGTX0491_006430-T1	XANPAOZ2100_003069-T1
OG0000374	XANCAGTX0491_006431-T1	XANPAOZ2100_003068-T1
OG0000375	XANCAGTX0491_006570-T1	XANPAOZ2100_002941-T1
OG0000376	XANCAGTX0491_006627-T2, XANCAGTX0491_006627-T1	XANPAOZ2100_002892-T1
OG0000377	XANCAGTX0491_006642-T2, XANCAGTX0491_006642-T1	XANPAOZ2100_002880-T1
OG0000378	XANCAGTX0491_007350-T1, XANCAGTX0491_006659-T1, XANCAGTX0491_006658-T1	XANPAOZ2100_006205-T1
OG0000379	XANCAGTX0491_006927-T1	XANPAOZ2100_006576-T1
OG0000380	XANCAGTX0491_006933-T1	XANPAOZ2100_006572-T1
OG0000381	XANCAGTX0491_006993-T1, XANCAGTX0491_006992-T1	XANPAOZ2100_006521-T1
OG0000382	XANCAGTX0491_007010-T1	XANPAOZ2100_006505-T1
OG0000383	XANCAGTX0491_007149-T3, XANCAGTX0491_007149-T1, XANCAGTX0491_007149-T2	XANPAOZ2100_006379-T1
OG0000384	XANCAGTX0491_007210-T3, XANCAGTX0491_007210-T2, XANCAGTX0491_007210-T1	XANPAOZ2100_006328-T1
OG0000385	XANCAGTX0491_007287-T3, XANCAGTX0491_007287-T2, XANCAGTX0491_007287-T1	XANPAOZ2100_006257-T1
OG0000386	XANCAGTX0491_007352-T1	XANPAOZ2100_006203-T1
OG0000387	XANCAGTX0491_007415-T1, XANCAGTX0491_007416-T1	XANPAOZ2100_007099-T1
OG0000388	XANCAGTX0491_007480-T2, XANCAGTX0491_007480-T1	XANPAOZ2100_007034-T1
OG0000389	XANCAGTX0491_007579-T1	XANPAOZ2100_006943-T1
OG0000390	XANCAGTX0491_007594-T1, XANCAGTX0491_007594-T2, XANCAGTX0491_007594-T3	XANPAOZ2100_006928-T1
OG0000391	XANCAGTX0491_007631-T1	XANPAOZ2100_006892-T1
OG0000392	XANCAGTX0491_007690-T1	XANPAOZ2100_006839-T1
OG0000393	XANCAGTX0491_007774-T1	XANPAOZ2100_006757-T1, XANPAOZ2100_004957-T1
OG0000394	XANCAGTX0491_007779-T1	XANPAOZ2100_006753-T1
OG0000395	XANCAGTX0491_007803-T1, XANCAGTX0491_008885-T1	XANPAOZ2100_008016-T1
OG0000396	XANCAGTX0491_007881-T1	XANPAOZ2100_007601-T1
OG0000397	XANCAGTX0491_007912-T1, XANCAGTX0491_007913-T1	XANPAOZ2100_007586-T1
OG0000398	XANCAGTX0491_007937-T3, XANCAGTX0491_007937-T1, XANCAGTX0491_007937-T2	XANPAOZ2100_007562-T1
OG0000399	XANCAGTX0491_007942-T1	XANPAOZ2100_007557-T1
OG0000400	XANCAGTX0491_007950-T1	XANPAOZ2100_007549-T1, XANPAOZ2100_007550-T1
OG0000401	XANCAGTX0491_007962-T1, XANCAGTX0491_007962-T2	XANPAOZ2100_007537-T1
OG0000402	XANCAGTX0491_007998-T1	XANPAOZ2100_007504-T1
OG0000403	XANCAGTX0491_008058-T1, XANCAGTX0491_008058-T2, XANCAGTX0491_008058-T3	XANPAOZ2100_007452-T1
OG0000404	XANCAGTX0491_008107-T1	XANPAOZ2100_007418-T1
OG0000405	XANCAGTX0491_008121-T1, XANCAGTX0491_008121-T2, XANCAGTX0491_008121-T3	XANPAOZ2100_007407-T1
OG0000406	XANCAGTX0491_008246-T2, XANCAGTX0491_008246-T3, XANCAGTX0491_008246-T1	XANPAOZ2100_007292-T1
OG0000407	XANCAGTX0491_008249-T1, XANCAGTX0491_008417-T1, XANCAGTX0491_009633-T1	XANPAOZ2100_007289-T1
OG0000408	XANCAGTX0491_008343-T1	XANPAOZ2100_007207-T1, XANPAOZ2100_007206-T1
OG0000409	XANCAGTX0491_008345-T1	XANPAOZ2100_007204-T1
OG0000410	XANCAGTX0491_008576-T1, XANCAGTX0491_008400-T1, XANCAGTX0491_008381-T1	XANPAOZ2100_005389-T1
OG0000411	XANCAGTX0491_008406-T1	XANPAOZ2100_003398-T1, XANPAOZ2100_005250-T1
OG0000412	XANCAGTX0491_008410-T1, XANCAGTX0491_008413-T1	XANPAOZ2100_005254-T1
OG0000413	XANCAGTX0491_008547-T1, XANCAGTX0491_008547-T2	XANPAOZ2100_005363-T1
OG0000414	XANCAGTX0491_008558-T1, XANCAGTX0491_008559-T1	XANPAOZ2100_005373-T1
OG0000415	XANCAGTX0491_008593-T2, XANCAGTX0491_008593-T1	XANPAOZ2100_005406-T1
OG0000416	XANCAGTX0491_008617-T1	XANPAOZ2100_001763-T1, XANPAOZ2100_001762-T1, XANPAOZ2100_001764-T1
OG0000417	XANCAGTX0491_008632-T1	XANPAOZ2100_005436-T1
OG0000418	XANCAGTX0491_008654-T3, XANCAGTX0491_008654-T2, XANCAGTX0491_008654-T1	XANPAOZ2100_005455-T1
OG0000419	XANCAGTX0491_008659-T1	XANPAOZ2100_005461-T1
OG0000420	XANCAGTX0491_008677-T1	XANPAOZ2100_005478-T1, XANPAOZ2100_005477-T1
OG0000421	XANCAGTX0491_008739-T1, XANCAGTX0491_008740-T1	XANPAOZ2100_005540-T1
OG0000422	XANCAGTX0491_008807-T1	XANPAOZ2100_005600-T1
OG0000423	XANCAGTX0491_008850-T1	XANPAOZ2100_005166-T1, XANPAOZ2100_008044-T1
OG0000424	XANCAGTX0491_008876-T1	XANPAOZ2100_008025-T1, XANPAOZ2100_008024-T1
OG0000425	XANCAGTX0491_008929-T1	XANPAOZ2100_007971-T1
OG0000426	XANCAGTX0491_008933-T1	XANPAOZ2100_007967-T1
OG0000427	XANCAGTX0491_008950-T1	XANPAOZ2100_007951-T1
OG0000427	XANCAGTX0491_009900-T1	XANPAOZ2100_007950-T1
OG0000428	XANCAGTX0491_009035-T1, XANCAGTX0491_009035-T2	XANPAOZ2100_007869-T1
OG0000429	XANCAGTX0491_009067-T1, XANCAGTX0491_009067-T2	XANPAOZ2100_007839-T1
OG0000430	XANCAGTX0491_009075-T2	XANPAOZ2100_007831-T1
OG0000431	XANCAGTX0491_009085-T1	XANPAOZ2100_007825-T1
OG0000432	XANCAGTX0491_009107-T1	XANPAOZ2100_007804-T1
OG0000433	XANCAGTX0491_009125-T1	XANPAOZ2100_007789-T1
OG0000434	XANCAGTX0491_009128-T1, XANCAGTX0491_009128-T2	XANPAOZ2100_007776-T1
OG0000435	XANCAGTX0491_009168-T1	XANPAOZ2100_007753-T1, XANPAOZ2100_007752-T1
OG0000436	XANCAGTX0491_009266-T1	XANPAOZ2100_007658-T1
OG0000437	XANCAGTX0491_009278-T1	XANPAOZ2100_005224-T1
OG0000438	XANCAGTX0491_009282-T1	XANPAOZ2100_008491-T1
