Orthogroup	Xanthoria_calcicola_GTX0491	Xanthoria_parietina_SAMEA111342678
OG0004064	XANCAGTX0491_004220-T1	XANPAOZ2100_003916-T1
OG0004065	XANCAGTX0491_004222-T1	XANPAOZ2100_003914-T1
OG0004066	XANCAGTX0491_004223-T1	XANPAOZ2100_003913-T1
OG0004067	XANCAGTX0491_004224-T1	XANPAOZ2100_003912-T1
OG0004068	XANCAGTX0491_004226-T1	XANPAOZ2100_003911-T1
OG0004069	XANCAGTX0491_004228-T1	XANPAOZ2100_003910-T1
OG0004070	XANCAGTX0491_004229-T1	XANPAOZ2100_003909-T1
OG0004071	XANCAGTX0491_004231-T1	XANPAOZ2100_003908-T1
OG0004072	XANCAGTX0491_004232-T1	XANPAOZ2100_003907-T1
OG0004073	XANCAGTX0491_004233-T1	XANPAOZ2100_003906-T1
OG0004074	XANCAGTX0491_004234-T1	XANPAOZ2100_003905-T1
OG0004075	XANCAGTX0491_004235-T1	XANPAOZ2100_003904-T1
OG0004076	XANCAGTX0491_004236-T1	XANPAOZ2100_003903-T1
OG0004077	XANCAGTX0491_004237-T1	XANPAOZ2100_003902-T1
OG0004078	XANCAGTX0491_004238-T1	XANPAOZ2100_003901-T1
OG0004079	XANCAGTX0491_004240-T1	XANPAOZ2100_003899-T1
OG0004080	XANCAGTX0491_004241-T1	XANPAOZ2100_003898-T1
OG0004081	XANCAGTX0491_004242-T1	XANPAOZ2100_003897-T1
OG0004082	XANCAGTX0491_004244-T1	XANPAOZ2100_003895-T1
OG0004083	XANCAGTX0491_004245-T1	XANPAOZ2100_003894-T1
OG0004084	XANCAGTX0491_004246-T1	XANPAOZ2100_003893-T1
OG0004085	XANCAGTX0491_004247-T1	XANPAOZ2100_003892-T1
OG0004086	XANCAGTX0491_004248-T1	XANPAOZ2100_003890-T1
OG0004087	XANCAGTX0491_004249-T1	XANPAOZ2100_003889-T1
OG0004088	XANCAGTX0491_004250-T1	XANPAOZ2100_003888-T1
OG0004089	XANCAGTX0491_004251-T1	XANPAOZ2100_003887-T1
OG0004090	XANCAGTX0491_004253-T1	XANPAOZ2100_003885-T1
OG0004091	XANCAGTX0491_004254-T1	XANPAOZ2100_003884-T1
OG0004092	XANCAGTX0491_004255-T1	XANPAOZ2100_003883-T1
OG0004093	XANCAGTX0491_004256-T1	XANPAOZ2100_003882-T1
OG0004094	XANCAGTX0491_004257-T1	XANPAOZ2100_003881-T1
OG0004095	XANCAGTX0491_004259-T1	XANPAOZ2100_003880-T1
OG0004096	XANCAGTX0491_004260-T1	XANPAOZ2100_003879-T1
OG0004097	XANCAGTX0491_004261-T1	XANPAOZ2100_003878-T1
OG0004098	XANCAGTX0491_004262-T1	XANPAOZ2100_003877-T1
OG0004099	XANCAGTX0491_004264-T1	XANPAOZ2100_003876-T1
OG0004100	XANCAGTX0491_004265-T1	XANPAOZ2100_003875-T1
OG0004101	XANCAGTX0491_004266-T1	XANPAOZ2100_003874-T1
OG0004102	XANCAGTX0491_004267-T1	XANPAOZ2100_003873-T1
OG0004103	XANCAGTX0491_004269-T1	XANPAOZ2100_003872-T1
OG0004104	XANCAGTX0491_004271-T1	XANPAOZ2100_003870-T1
OG0004105	XANCAGTX0491_004273-T1	XANPAOZ2100_003869-T1
OG0004106	XANCAGTX0491_004274-T1	XANPAOZ2100_003868-T1
OG0004107	XANCAGTX0491_004275-T1	XANPAOZ2100_003867-T1
OG0004108	XANCAGTX0491_004277-T1	XANPAOZ2100_003866-T1
OG0004109	XANCAGTX0491_004280-T1	XANPAOZ2100_003864-T1
OG0004110	XANCAGTX0491_004282-T1	XANPAOZ2100_003862-T1
OG0004111	XANCAGTX0491_004283-T1	XANPAOZ2100_003861-T1
OG0004112	XANCAGTX0491_004285-T1	XANPAOZ2100_003860-T1
OG0004113	XANCAGTX0491_004288-T1	XANPAOZ2100_003857-T1
OG0004114	XANCAGTX0491_004289-T1	XANPAOZ2100_003856-T1
OG0004115	XANCAGTX0491_004290-T1	XANPAOZ2100_003855-T1
OG0004116	XANCAGTX0491_004291-T1	XANPAOZ2100_003854-T1
OG0004117	XANCAGTX0491_004292-T1	XANPAOZ2100_003853-T1
OG0004118	XANCAGTX0491_004293-T1	XANPAOZ2100_003852-T1
OG0004119	XANCAGTX0491_004296-T1	XANPAOZ2100_003851-T1
OG0004120	XANCAGTX0491_004297-T1	XANPAOZ2100_003850-T1
OG0004121	XANCAGTX0491_004298-T1	XANPAOZ2100_003849-T1
OG0004122	XANCAGTX0491_004300-T1	XANPAOZ2100_003847-T1
OG0004123	XANCAGTX0491_004301-T1	XANPAOZ2100_003845-T1
OG0004124	XANCAGTX0491_004302-T1	XANPAOZ2100_003844-T1
OG0004125	XANCAGTX0491_004304-T1	XANPAOZ2100_003842-T1
OG0004126	XANCAGTX0491_004307-T1	XANPAOZ2100_003841-T1
OG0004127	XANCAGTX0491_004308-T1	XANPAOZ2100_003840-T1
OG0004128	XANCAGTX0491_004309-T1	XANPAOZ2100_003839-T1
OG0004129	XANCAGTX0491_004312-T1	XANPAOZ2100_003837-T1
OG0004130	XANCAGTX0491_004314-T1	XANPAOZ2100_003835-T1
OG0004131	XANCAGTX0491_004315-T1	XANPAOZ2100_003834-T1
OG0004132	XANCAGTX0491_004316-T1	XANPAOZ2100_003833-T1
OG0004133	XANCAGTX0491_004317-T1	XANPAOZ2100_003832-T1
OG0004134	XANCAGTX0491_004320-T1	XANPAOZ2100_003829-T1
OG0004135	XANCAGTX0491_004322-T1	XANPAOZ2100_003827-T1
OG0004136	XANCAGTX0491_004323-T1	XANPAOZ2100_003826-T1
OG0004137	XANCAGTX0491_004324-T1	XANPAOZ2100_003825-T1
OG0004138	XANCAGTX0491_004325-T1	XANPAOZ2100_003824-T1
OG0004139	XANCAGTX0491_004327-T1	XANPAOZ2100_003822-T1
OG0004140	XANCAGTX0491_004328-T1	XANPAOZ2100_003821-T1
OG0004141	XANCAGTX0491_004329-T1	XANPAOZ2100_003820-T1
OG0004142	XANCAGTX0491_004330-T1	XANPAOZ2100_003819-T1
OG0004143	XANCAGTX0491_004331-T1	XANPAOZ2100_003818-T1
OG0004144	XANCAGTX0491_004333-T1	XANPAOZ2100_003816-T1
OG0004145	XANCAGTX0491_004334-T1	XANPAOZ2100_003815-T1
OG0004146	XANCAGTX0491_004336-T1	XANPAOZ2100_003813-T1
OG0004147	XANCAGTX0491_004337-T1	XANPAOZ2100_003812-T1
OG0004148	XANCAGTX0491_004338-T1	XANPAOZ2100_003811-T1
OG0004149	XANCAGTX0491_004339-T1	XANPAOZ2100_003810-T1
OG0004150	XANCAGTX0491_004341-T1	XANPAOZ2100_003809-T1
OG0004151	XANCAGTX0491_004343-T1	XANPAOZ2100_003808-T1
OG0004152	XANCAGTX0491_004344-T1	XANPAOZ2100_003807-T1
OG0004153	XANCAGTX0491_004345-T1	XANPAOZ2100_003806-T1
OG0004154	XANCAGTX0491_004347-T1	XANPAOZ2100_003804-T1
OG0004155	XANCAGTX0491_004349-T1	XANPAOZ2100_003803-T1
OG0004156	XANCAGTX0491_004350-T1	XANPAOZ2100_003802-T1
OG0004157	XANCAGTX0491_004351-T1	XANPAOZ2100_003801-T1
OG0004158	XANCAGTX0491_004353-T1	XANPAOZ2100_003799-T1
OG0004159	XANCAGTX0491_004354-T1	XANPAOZ2100_003798-T1
OG0004160	XANCAGTX0491_004356-T1	XANPAOZ2100_003797-T1
OG0004161	XANCAGTX0491_004360-T1	XANPAOZ2100_003795-T1
OG0004162	XANCAGTX0491_004361-T1	XANPAOZ2100_003794-T1
OG0004163	XANCAGTX0491_004363-T1	XANPAOZ2100_003792-T1
OG0004164	XANCAGTX0491_004364-T1	XANPAOZ2100_003791-T1
OG0004165	XANCAGTX0491_004366-T1	XANPAOZ2100_003789-T1
OG0004166	XANCAGTX0491_004369-T1	XANPAOZ2100_003787-T1
OG0004167	XANCAGTX0491_004371-T1	XANPAOZ2100_003784-T1
OG0004168	XANCAGTX0491_004372-T1	XANPAOZ2100_003783-T1
OG0004169	XANCAGTX0491_004373-T1	XANPAOZ2100_003782-T1
OG0004170	XANCAGTX0491_004374-T1	XANPAOZ2100_003780-T1
OG0004171	XANCAGTX0491_004376-T1	XANPAOZ2100_003779-T1
OG0004172	XANCAGTX0491_004377-T1	XANPAOZ2100_003778-T1
OG0004173	XANCAGTX0491_004382-T1	XANPAOZ2100_003775-T1
OG0004174	XANCAGTX0491_004383-T1	XANPAOZ2100_003774-T1
OG0004175	XANCAGTX0491_004384-T1	XANPAOZ2100_003773-T1
OG0004176	XANCAGTX0491_004385-T1	XANPAOZ2100_003772-T1
OG0004177	XANCAGTX0491_004387-T1	XANPAOZ2100_003770-T1
OG0004178	XANCAGTX0491_004388-T1	XANPAOZ2100_003769-T1
OG0004179	XANCAGTX0491_004389-T1	XANPAOZ2100_003768-T1
OG0004180	XANCAGTX0491_004390-T1	XANPAOZ2100_003767-T1
OG0004181	XANCAGTX0491_004391-T1	XANPAOZ2100_003766-T1
OG0004182	XANCAGTX0491_004392-T1	XANPAOZ2100_003765-T1
OG0004183	XANCAGTX0491_004393-T1	XANPAOZ2100_003764-T1
OG0004184	XANCAGTX0491_004394-T1	XANPAOZ2100_003763-T1
OG0004185	XANCAGTX0491_004397-T1	XANPAOZ2100_003761-T1
OG0004186	XANCAGTX0491_004398-T1	XANPAOZ2100_003760-T1
OG0004187	XANCAGTX0491_004399-T1	XANPAOZ2100_003759-T1
OG0004188	XANCAGTX0491_004402-T1	XANPAOZ2100_003756-T1
OG0004189	XANCAGTX0491_004404-T1	XANPAOZ2100_003755-T1
OG0004190	XANCAGTX0491_004405-T1	XANPAOZ2100_003753-T1
OG0004191	XANCAGTX0491_004407-T1	XANPAOZ2100_003751-T1
OG0004192	XANCAGTX0491_004409-T1	XANPAOZ2100_003749-T1
OG0004193	XANCAGTX0491_004410-T1	XANPAOZ2100_003748-T1
OG0004194	XANCAGTX0491_004411-T1	XANPAOZ2100_003747-T1
OG0004195	XANCAGTX0491_004412-T1	XANPAOZ2100_003746-T1
OG0004196	XANCAGTX0491_004414-T1	XANPAOZ2100_003745-T1
OG0004197	XANCAGTX0491_004415-T1	XANPAOZ2100_003744-T1
OG0004198	XANCAGTX0491_004416-T1	XANPAOZ2100_003743-T1
OG0004199	XANCAGTX0491_004417-T1	XANPAOZ2100_003742-T1
OG0004200	XANCAGTX0491_004418-T1	XANPAOZ2100_003741-T1
OG0004201	XANCAGTX0491_004419-T1	XANPAOZ2100_003740-T1
OG0004202	XANCAGTX0491_004420-T1	XANPAOZ2100_003739-T1
OG0004203	XANCAGTX0491_004421-T1	XANPAOZ2100_003738-T1
OG0004204	XANCAGTX0491_004422-T1	XANPAOZ2100_003737-T1
OG0004205	XANCAGTX0491_004424-T1	XANPAOZ2100_003736-T1
OG0004206	XANCAGTX0491_004426-T1	XANPAOZ2100_003734-T1
OG0004207	XANCAGTX0491_004428-T1	XANPAOZ2100_003732-T1
OG0004208	XANCAGTX0491_004429-T1	XANPAOZ2100_003731-T1
OG0004209	XANCAGTX0491_004430-T1	XANPAOZ2100_003730-T1
OG0004210	XANCAGTX0491_004431-T1	XANPAOZ2100_003729-T1
OG0004211	XANCAGTX0491_004432-T1	XANPAOZ2100_003728-T1
OG0004212	XANCAGTX0491_004435-T1	XANPAOZ2100_003726-T1
OG0004213	XANCAGTX0491_004436-T1	XANPAOZ2100_003725-T1
OG0004214	XANCAGTX0491_004439-T1	XANPAOZ2100_003723-T1
OG0004215	XANCAGTX0491_004440-T1	XANPAOZ2100_003722-T1
OG0004216	XANCAGTX0491_004441-T1	XANPAOZ2100_003721-T1
OG0004217	XANCAGTX0491_004442-T1	XANPAOZ2100_003720-T1
OG0004218	XANCAGTX0491_004443-T1	XANPAOZ2100_003719-T1
OG0004219	XANCAGTX0491_004444-T1	XANPAOZ2100_003718-T1
OG0004220	XANCAGTX0491_004445-T1	XANPAOZ2100_003717-T1
OG0004221	XANCAGTX0491_004446-T1	XANPAOZ2100_003716-T1
OG0004222	XANCAGTX0491_004447-T1	XANPAOZ2100_003715-T1
OG0004223	XANCAGTX0491_004448-T1	XANPAOZ2100_003714-T1
OG0004224	XANCAGTX0491_004449-T1	XANPAOZ2100_003713-T1
OG0004225	XANCAGTX0491_004450-T1	XANPAOZ2100_003712-T1
OG0004226	XANCAGTX0491_004452-T1	XANPAOZ2100_003710-T1
OG0004227	XANCAGTX0491_004453-T1	XANPAOZ2100_003709-T1
OG0004228	XANCAGTX0491_004455-T1	XANPAOZ2100_003707-T1
OG0004229	XANCAGTX0491_004456-T1	XANPAOZ2100_003706-T1
OG0004230	XANCAGTX0491_004457-T1	XANPAOZ2100_003705-T1
OG0004231	XANCAGTX0491_004458-T1	XANPAOZ2100_003704-T1
OG0004232	XANCAGTX0491_004459-T1	XANPAOZ2100_003702-T1
OG0004233	XANCAGTX0491_004460-T1	XANPAOZ2100_003701-T1
OG0004234	XANCAGTX0491_004461-T1	XANPAOZ2100_003700-T1
OG0004235	XANCAGTX0491_004463-T1	XANPAOZ2100_003699-T1
OG0004236	XANCAGTX0491_004465-T1	XANPAOZ2100_003697-T1
OG0004237	XANCAGTX0491_004466-T1	XANPAOZ2100_003696-T1
OG0004238	XANCAGTX0491_004467-T1	XANPAOZ2100_003695-T1
OG0004239	XANCAGTX0491_004468-T1	XANPAOZ2100_003694-T1
OG0004240	XANCAGTX0491_004469-T1	XANPAOZ2100_003693-T1
OG0004241	XANCAGTX0491_004470-T1	XANPAOZ2100_003692-T1
OG0004242	XANCAGTX0491_004471-T1	XANPAOZ2100_003691-T1
OG0004243	XANCAGTX0491_004474-T1	XANPAOZ2100_003688-T1
OG0004244	XANCAGTX0491_004476-T1	XANPAOZ2100_003687-T1
OG0004245	XANCAGTX0491_004479-T1	XANPAOZ2100_003684-T1
OG0004246	XANCAGTX0491_004481-T1	XANPAOZ2100_003683-T1
OG0004247	XANCAGTX0491_004486-T1	XANPAOZ2100_003680-T1
OG0004249	XANCAGTX0491_004488-T1	XANPAOZ2100_003679-T1
OG0004250	XANCAGTX0491_004489-T1	XANPAOZ2100_003677-T1
OG0004251	XANCAGTX0491_004490-T1	XANPAOZ2100_003676-T1
OG0004252	XANCAGTX0491_004492-T1	XANPAOZ2100_003673-T1
OG0004253	XANCAGTX0491_004493-T1	XANPAOZ2100_003672-T1
OG0004254	XANCAGTX0491_004495-T1	XANPAOZ2100_003670-T1
OG0004255	XANCAGTX0491_004498-T1	XANPAOZ2100_003666-T1
OG0004256	XANCAGTX0491_004499-T1	XANPAOZ2100_003665-T1
OG0004257	XANCAGTX0491_004500-T1	XANPAOZ2100_003664-T1
OG0004258	XANCAGTX0491_004501-T1	XANPAOZ2100_003663-T1
OG0004259	XANCAGTX0491_004502-T1	XANPAOZ2100_003662-T1
OG0004260	XANCAGTX0491_004503-T1	XANPAOZ2100_003661-T1
OG0004261	XANCAGTX0491_004504-T1	XANPAOZ2100_003660-T1
OG0004262	XANCAGTX0491_004507-T1	XANPAOZ2100_003657-T1
OG0004263	XANCAGTX0491_004508-T1	XANPAOZ2100_003656-T1
OG0004264	XANCAGTX0491_004512-T1	XANPAOZ2100_003652-T1
OG0004265	XANCAGTX0491_004513-T1	XANPAOZ2100_003651-T1
OG0004266	XANCAGTX0491_004515-T1	XANPAOZ2100_003650-T1
OG0004267	XANCAGTX0491_004516-T1	XANPAOZ2100_003649-T1
OG0004268	XANCAGTX0491_004517-T1	XANPAOZ2100_003648-T1
OG0004269	XANCAGTX0491_004519-T1	XANPAOZ2100_003646-T1
OG0004270	XANCAGTX0491_004520-T1	XANPAOZ2100_003647-T1
OG0004271	XANCAGTX0491_004521-T1	XANPAOZ2100_003644-T1
OG0004272	XANCAGTX0491_004522-T1	XANPAOZ2100_003643-T1
OG0004273	XANCAGTX0491_004523-T1	XANPAOZ2100_003642-T1
OG0004274	XANCAGTX0491_004524-T1	XANPAOZ2100_003641-T1
OG0004275	XANCAGTX0491_004525-T1	XANPAOZ2100_003640-T1
OG0004276	XANCAGTX0491_004527-T1	XANPAOZ2100_003639-T1
OG0004277	XANCAGTX0491_004531-T1	XANPAOZ2100_003637-T1
OG0004278	XANCAGTX0491_004533-T1	XANPAOZ2100_003635-T1
OG0004279	XANCAGTX0491_004534-T1	XANPAOZ2100_003634-T1
OG0004280	XANCAGTX0491_004535-T1	XANPAOZ2100_003633-T1
OG0004281	XANCAGTX0491_004536-T1	XANPAOZ2100_003632-T1
OG0004282	XANCAGTX0491_004537-T1	XANPAOZ2100_003631-T1
OG0004283	XANCAGTX0491_004538-T1	XANPAOZ2100_003630-T1
OG0004284	XANCAGTX0491_004540-T1	XANPAOZ2100_003627-T1
OG0004285	XANCAGTX0491_004542-T1	XANPAOZ2100_003625-T1
OG0004286	XANCAGTX0491_004543-T1	XANPAOZ2100_003624-T1
OG0004287	XANCAGTX0491_004545-T1	XANPAOZ2100_003623-T1
OG0004288	XANCAGTX0491_004546-T1	XANPAOZ2100_003622-T1
OG0004289	XANCAGTX0491_004547-T1	XANPAOZ2100_003621-T1
OG0004290	XANCAGTX0491_004549-T1	XANPAOZ2100_003619-T1
OG0004291	XANCAGTX0491_004550-T1	XANPAOZ2100_003618-T1
OG0004292	XANCAGTX0491_004551-T1	XANPAOZ2100_003617-T1
OG0004293	XANCAGTX0491_004554-T1	XANPAOZ2100_003614-T1
OG0004294	XANCAGTX0491_004555-T1	XANPAOZ2100_003613-T1
OG0004295	XANCAGTX0491_004556-T1	XANPAOZ2100_003612-T1
OG0004296	XANCAGTX0491_004557-T1	XANPAOZ2100_003611-T1
OG0004297	XANCAGTX0491_004558-T1	XANPAOZ2100_003610-T1
OG0004298	XANCAGTX0491_004559-T1	XANPAOZ2100_003609-T1
OG0004299	XANCAGTX0491_004560-T1	XANPAOZ2100_003608-T1
OG0004300	XANCAGTX0491_004561-T1	XANPAOZ2100_003607-T1
OG0004301	XANCAGTX0491_004562-T1	XANPAOZ2100_003606-T1
OG0004302	XANCAGTX0491_004563-T1	XANPAOZ2100_003605-T1
OG0004303	XANCAGTX0491_004564-T1	XANPAOZ2100_003604-T1
OG0004304	XANCAGTX0491_004565-T1	XANPAOZ2100_003603-T1
OG0004305	XANCAGTX0491_004566-T1	XANPAOZ2100_003602-T1
OG0004306	XANCAGTX0491_004568-T1	XANPAOZ2100_003601-T1
OG0004307	XANCAGTX0491_004569-T1	XANPAOZ2100_003600-T1
OG0004308	XANCAGTX0491_004570-T1	XANPAOZ2100_003599-T1
OG0004309	XANCAGTX0491_004571-T1	XANPAOZ2100_003598-T1
OG0004310	XANCAGTX0491_004572-T1	XANPAOZ2100_003597-T1
OG0004311	XANCAGTX0491_004573-T1	XANPAOZ2100_003596-T1
OG0004312	XANCAGTX0491_004575-T1	XANPAOZ2100_003594-T1
OG0004313	XANCAGTX0491_004576-T1	XANPAOZ2100_003593-T1
OG0004314	XANCAGTX0491_004577-T1	XANPAOZ2100_003592-T1
OG0004315	XANCAGTX0491_004578-T1	XANPAOZ2100_003591-T1
OG0004316	XANCAGTX0491_004579-T1	XANPAOZ2100_003590-T1
OG0004317	XANCAGTX0491_004580-T1	XANPAOZ2100_003589-T1
OG0004318	XANCAGTX0491_004583-T1	XANPAOZ2100_003586-T1
OG0004319	XANCAGTX0491_004584-T1	XANPAOZ2100_003585-T1
OG0004320	XANCAGTX0491_004585-T1	XANPAOZ2100_003584-T1
OG0004321	XANCAGTX0491_004586-T1	XANPAOZ2100_003583-T1
OG0004322	XANCAGTX0491_004589-T1	XANPAOZ2100_003581-T1
OG0004323	XANCAGTX0491_004590-T1	XANPAOZ2100_003580-T1
OG0004324	XANCAGTX0491_004591-T1	XANPAOZ2100_003579-T1
OG0004325	XANCAGTX0491_004592-T1	XANPAOZ2100_003578-T1
OG0004326	XANCAGTX0491_004593-T1	XANPAOZ2100_003577-T1
OG0004327	XANCAGTX0491_004594-T1	XANPAOZ2100_003576-T1
OG0004328	XANCAGTX0491_004595-T1	XANPAOZ2100_003575-T1
OG0004329	XANCAGTX0491_004596-T1	XANPAOZ2100_003574-T1
OG0004330	XANCAGTX0491_004598-T1	XANPAOZ2100_003572-T1
OG0004331	XANCAGTX0491_004599-T1	XANPAOZ2100_003570-T1
OG0004332	XANCAGTX0491_004600-T1	XANPAOZ2100_003569-T1
OG0004333	XANCAGTX0491_004601-T1	XANPAOZ2100_003568-T1
OG0004334	XANCAGTX0491_004602-T1	XANPAOZ2100_003567-T1
OG0004335	XANCAGTX0491_004603-T1	XANPAOZ2100_003566-T1
OG0004336	XANCAGTX0491_004605-T1	XANPAOZ2100_003565-T1
OG0004337	XANCAGTX0491_004606-T1	XANPAOZ2100_003563-T1
OG0004338	XANCAGTX0491_004607-T1	XANPAOZ2100_003562-T1
OG0004339	XANCAGTX0491_004608-T1	XANPAOZ2100_003561-T1
OG0004340	XANCAGTX0491_004609-T1	XANPAOZ2100_003560-T1
OG0004341	XANCAGTX0491_004610-T1	XANPAOZ2100_003559-T1
OG0004342	XANCAGTX0491_004611-T1	XANPAOZ2100_003558-T1
OG0004343	XANCAGTX0491_004612-T1	XANPAOZ2100_003557-T1
OG0004345	XANCAGTX0491_004615-T1	XANPAOZ2100_003555-T1
OG0004346	XANCAGTX0491_004617-T1	XANPAOZ2100_003553-T1
OG0004347	XANCAGTX0491_004618-T1	XANPAOZ2100_003552-T1
OG0004348	XANCAGTX0491_004619-T1	XANPAOZ2100_003551-T1
OG0004349	XANCAGTX0491_004620-T1	XANPAOZ2100_003550-T1
OG0004350	XANCAGTX0491_004621-T1	XANPAOZ2100_003549-T1
OG0004351	XANCAGTX0491_004622-T1	XANPAOZ2100_003548-T1
OG0004352	XANCAGTX0491_004623-T1	XANPAOZ2100_003547-T1
OG0004353	XANCAGTX0491_004624-T1	XANPAOZ2100_003546-T1
OG0004354	XANCAGTX0491_004625-T1	XANPAOZ2100_003545-T1
OG0004355	XANCAGTX0491_004626-T1	XANPAOZ2100_003544-T1
OG0004356	XANCAGTX0491_004629-T1	XANPAOZ2100_003543-T1
OG0004357	XANCAGTX0491_004630-T1	XANPAOZ2100_003542-T1
OG0004358	XANCAGTX0491_004631-T1	XANPAOZ2100_003541-T1
OG0004359	XANCAGTX0491_004632-T1	XANPAOZ2100_003540-T1
OG0004360	XANCAGTX0491_004634-T1	XANPAOZ2100_003538-T1
OG0004361	XANCAGTX0491_004638-T1	XANPAOZ2100_003536-T1
OG0004362	XANCAGTX0491_004639-T1	XANPAOZ2100_003535-T1
OG0004363	XANCAGTX0491_004640-T1	XANPAOZ2100_003534-T1
OG0004364	XANCAGTX0491_004641-T1	XANPAOZ2100_003533-T1
OG0004365	XANCAGTX0491_004642-T1	XANPAOZ2100_003532-T1
OG0004366	XANCAGTX0491_004644-T1	XANPAOZ2100_003531-T1
OG0004367	XANCAGTX0491_004645-T1	XANPAOZ2100_003530-T1
OG0004368	XANCAGTX0491_004646-T1	XANPAOZ2100_003529-T1
OG0004369	XANCAGTX0491_004647-T1	XANPAOZ2100_003528-T1
OG0004370	XANCAGTX0491_004650-T1	XANPAOZ2100_003526-T1
OG0004371	XANCAGTX0491_004652-T1	XANPAOZ2100_003525-T1
OG0004372	XANCAGTX0491_004654-T1	XANPAOZ2100_003523-T1
OG0004373	XANCAGTX0491_004655-T1	XANPAOZ2100_003522-T1
OG0004374	XANCAGTX0491_004656-T1	XANPAOZ2100_003521-T1
OG0004375	XANCAGTX0491_004657-T1	XANPAOZ2100_003520-T1
OG0004376	XANCAGTX0491_004659-T1	XANPAOZ2100_003517-T1
OG0004377	XANCAGTX0491_004660-T1	XANPAOZ2100_003516-T1
OG0004378	XANCAGTX0491_004663-T1	XANPAOZ2100_003514-T1
OG0004379	XANCAGTX0491_004664-T1	XANPAOZ2100_003513-T1
OG0004380	XANCAGTX0491_004665-T1	XANPAOZ2100_003512-T1
OG0004381	XANCAGTX0491_004666-T1	XANPAOZ2100_003511-T1
OG0004382	XANCAGTX0491_004667-T1	XANPAOZ2100_003510-T1
OG0004383	XANCAGTX0491_004668-T1	XANPAOZ2100_003509-T1
OG0004384	XANCAGTX0491_004670-T1	XANPAOZ2100_003507-T1
OG0004385	XANCAGTX0491_004673-T1	XANPAOZ2100_003505-T1
OG0004386	XANCAGTX0491_004674-T1	XANPAOZ2100_003504-T1
OG0004387	XANCAGTX0491_004676-T1	XANPAOZ2100_003503-T1
OG0004388	XANCAGTX0491_004677-T1	XANPAOZ2100_003502-T1
OG0004389	XANCAGTX0491_004678-T1	XANPAOZ2100_003501-T1
OG0004390	XANCAGTX0491_004679-T1	XANPAOZ2100_003500-T1
OG0004391	XANCAGTX0491_004681-T1	XANPAOZ2100_003499-T1
OG0004392	XANCAGTX0491_004682-T1	XANPAOZ2100_003498-T1
OG0004393	XANCAGTX0491_004684-T1	XANPAOZ2100_003497-T1
OG0004394	XANCAGTX0491_004685-T1	XANPAOZ2100_003496-T1
OG0004395	XANCAGTX0491_004686-T1	XANPAOZ2100_003495-T1
OG0004396	XANCAGTX0491_004687-T1	XANPAOZ2100_003494-T1
OG0004397	XANCAGTX0491_004688-T1	XANPAOZ2100_003492-T1
OG0004398	XANCAGTX0491_004690-T1	XANPAOZ2100_003490-T1
OG0004399	XANCAGTX0491_004691-T1	XANPAOZ2100_003489-T1
OG0004400	XANCAGTX0491_004692-T1	XANPAOZ2100_003488-T1
OG0004401	XANCAGTX0491_004694-T1	XANPAOZ2100_003487-T1
OG0004402	XANCAGTX0491_004695-T1	XANPAOZ2100_003486-T1
OG0004403	XANCAGTX0491_004696-T1	XANPAOZ2100_003485-T1
OG0004404	XANCAGTX0491_004697-T1	XANPAOZ2100_003484-T1
OG0004405	XANCAGTX0491_004698-T1	XANPAOZ2100_003483-T1
OG0004406	XANCAGTX0491_004700-T1	XANPAOZ2100_003481-T1
OG0004407	XANCAGTX0491_004701-T1	XANPAOZ2100_003480-T1
OG0004408	XANCAGTX0491_004702-T1	XANPAOZ2100_003479-T1
OG0004409	XANCAGTX0491_004703-T1	XANPAOZ2100_003478-T1
OG0004410	XANCAGTX0491_004707-T1	XANPAOZ2100_003477-T1
OG0004411	XANCAGTX0491_004708-T1	XANPAOZ2100_003476-T1
OG0004412	XANCAGTX0491_004710-T1	XANPAOZ2100_003474-T1
OG0004413	XANCAGTX0491_004716-T1	XANPAOZ2100_003472-T1
OG0004414	XANCAGTX0491_004718-T1	XANPAOZ2100_003470-T1
OG0004415	XANCAGTX0491_004722-T1	XANPAOZ2100_003467-T1
OG0004416	XANCAGTX0491_004723-T1	XANPAOZ2100_003466-T1
OG0004417	XANCAGTX0491_004724-T1	XANPAOZ2100_003465-T1
OG0004418	XANCAGTX0491_004726-T1	XANPAOZ2100_003464-T1
OG0004419	XANCAGTX0491_004728-T1	XANPAOZ2100_003462-T1
OG0004420	XANCAGTX0491_004729-T1	XANPAOZ2100_003461-T1
OG0004421	XANCAGTX0491_004730-T1	XANPAOZ2100_003460-T1
OG0004422	XANCAGTX0491_004731-T1	XANPAOZ2100_003459-T1
OG0004423	XANCAGTX0491_004732-T1	XANPAOZ2100_003458-T1
OG0004424	XANCAGTX0491_004733-T1	XANPAOZ2100_003457-T1
OG0004425	XANCAGTX0491_004734-T1	XANPAOZ2100_003456-T1
OG0004426	XANCAGTX0491_004735-T1	XANPAOZ2100_003455-T1
OG0004427	XANCAGTX0491_004736-T1	XANPAOZ2100_003454-T1
OG0004428	XANCAGTX0491_004738-T1	XANPAOZ2100_003453-T1
OG0004429	XANCAGTX0491_004739-T1	XANPAOZ2100_003452-T1
OG0004430	XANCAGTX0491_004740-T1	XANPAOZ2100_003451-T1
OG0004431	XANCAGTX0491_004742-T1	XANPAOZ2100_003450-T1
OG0004432	XANCAGTX0491_004743-T1	XANPAOZ2100_003449-T1
